日期,时间戳,股票代码,股票名称,操作类型,动作,当日涨跌幅(%),止损触发,原始动作,价格,数量,金额,手续费,操作前持仓,操作前资金,操作后持仓,操作后资金,总资产,步骤,备注
2025-08-26,2025-08-26 00:00:00,sz.002706,良信股份,决策,卖出50%,-0.96,否,,12.33,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,158,未执行（可能资金不足或持仓不足）
2025-08-27,2025-08-27 00:00:00,sz.002706,良信股份,决策,卖出50%,-6.24,否,,11.56,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,159,未执行（可能资金不足或持仓不足）
2025-08-28,2025-08-28 00:00:00,sz.002706,良信股份,决策,卖出100%,2.16,否,,11.81,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,160,未执行（可能资金不足或持仓不足）
2025-08-29,2025-08-29 00:00:00,sz.002706,良信股份,决策,卖出100%,-2.46,否,,11.52,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,161,未执行（可能资金不足或持仓不足）
2025-09-01,2025-09-01 00:00:00,sz.002706,良信股份,决策,卖出50%,-0.78,否,,11.43,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,162,未执行（可能资金不足或持仓不足）
2025-09-02,2025-09-02 00:00:00,sz.002706,良信股份,决策,卖出50%,-5.07,否,,10.85,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,163,未执行（可能资金不足或持仓不足）
2025-09-03,2025-09-03 00:00:00,sz.002706,良信股份,决策,卖出50%,2.77,否,,11.15,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,164,未执行（可能资金不足或持仓不足）
2025-09-04,2025-09-04 00:00:00,sz.002706,良信股份,决策,卖出50%,-3.95,否,,10.71,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,165,未执行（可能资金不足或持仓不足）
2025-09-05,2025-09-05 00:00:00,sz.002706,良信股份,决策,卖出50%,4.39,否,,11.18,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,166,未执行（可能资金不足或持仓不足）
2025-09-08,2025-09-08 00:00:00,sz.002706,良信股份,决策,卖出50%,2.42,否,,11.45,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,167,未执行（可能资金不足或持仓不足）
2025-09-09,2025-09-09 00:00:00,sz.002706,良信股份,决策,卖出100%,-3.32,否,,11.07,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,168,未执行（可能资金不足或持仓不足）
2025-09-10,2025-09-10 00:00:00,sz.002706,良信股份,决策,卖出100%,-0.81,否,,10.98,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,169,未执行（可能资金不足或持仓不足）
2025-09-11,2025-09-11 00:00:00,sz.002706,良信股份,决策,卖出100%,10.02,否,,12.08,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,170,未执行（可能资金不足或持仓不足）
2025-09-12,2025-09-12 00:00:00,sz.002706,良信股份,决策,卖出100%,-3.97,否,,11.60,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,171,未执行（可能资金不足或持仓不足）
2025-09-15,2025-09-15 00:00:00,sz.002706,良信股份,决策,卖出100%,-0.09,否,,11.59,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,172,未执行（可能资金不足或持仓不足）
2025-09-16,2025-09-16 00:00:00,sz.002706,良信股份,决策,卖出50%,1.73,否,,11.79,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,173,未执行（可能资金不足或持仓不足）
2025-09-17,2025-09-17 00:00:00,sz.002706,良信股份,决策,卖出100%,1.10,否,,11.92,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,174,未执行（可能资金不足或持仓不足）
2025-09-18,2025-09-18 00:00:00,sz.002706,良信股份,决策,卖出100%,-1.76,否,,11.71,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,175,未执行（可能资金不足或持仓不足）
2025-09-19,2025-09-19 00:00:00,sz.002706,良信股份,决策,卖出100%,-1.37,否,,11.55,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,176,未执行（可能资金不足或持仓不足）
2025-09-22,2025-09-22 00:00:00,sz.002706,良信股份,决策,卖出50%,1.73,否,,11.75,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,177,未执行（可能资金不足或持仓不足）
2025-09-23,2025-09-23 00:00:00,sz.002706,良信股份,决策,卖出100%,3.32,否,,12.14,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,178,未执行（可能资金不足或持仓不足）
2025-09-24,2025-09-24 00:00:00,sz.002706,良信股份,决策,卖出50%,-1.15,否,,12.00,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,179,未执行（可能资金不足或持仓不足）
2025-09-25,2025-09-25 00:00:00,sz.002706,良信股份,决策,卖出50%,-0.58,否,,11.93,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,180,未执行（可能资金不足或持仓不足）
2025-09-26,2025-09-26 00:00:00,sz.002706,良信股份,决策,卖出100%,-3.02,否,,11.57,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,181,未执行（可能资金不足或持仓不足）
2025-09-29,2025-09-29 00:00:00,sz.002706,良信股份,决策,卖出100%,-0.09,否,,11.56,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,182,未执行（可能资金不足或持仓不足）
2025-09-30,2025-09-30 00:00:00,sz.002706,良信股份,决策,卖出50%,-1.82,否,,11.35,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,183,未执行（可能资金不足或持仓不足）
2025-10-09,2025-10-09 00:00:00,sz.002706,良信股份,决策,卖出100%,0.53,否,,11.41,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,184,未执行（可能资金不足或持仓不足）
2025-10-10,2025-10-10 00:00:00,sz.002706,良信股份,决策,卖出100%,2.80,否,,11.73,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,185,未执行（可能资金不足或持仓不足）
2025-10-13,2025-10-13 00:00:00,sz.002706,良信股份,决策,卖出100%,-4.26,否,,11.23,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,186,未执行（可能资金不足或持仓不足）
2025-10-14,2025-10-14 00:00:00,sz.002706,良信股份,决策,卖出100%,0.18,否,,11.25,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,187,未执行（可能资金不足或持仓不足）
2025-10-15,2025-10-15 00:00:00,sz.002706,良信股份,决策,卖出100%,10.04,否,,12.38,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,188,未执行（可能资金不足或持仓不足）
2025-10-16,2025-10-16 00:00:00,sz.002706,良信股份,决策,卖出100%,-1.05,否,,12.25,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,189,未执行（可能资金不足或持仓不足）
2025-10-17,2025-10-17 00:00:00,sz.002706,良信股份,决策,卖出100%,-9.96,否,,11.03,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,190,未执行（可能资金不足或持仓不足）
2025-10-20,2025-10-20 00:00:00,sz.002706,良信股份,决策,卖出50%,1.36,否,,11.18,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,191,未执行（可能资金不足或持仓不足）
2025-10-21,2025-10-21 00:00:00,sz.002706,良信股份,决策,卖出50%,3.31,否,,11.55,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,192,未执行（可能资金不足或持仓不足）
2025-10-22,2025-10-22 00:00:00,sz.002706,良信股份,决策,卖出50%,-1.39,否,,11.39,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,193,未执行（可能资金不足或持仓不足）
2025-10-23,2025-10-23 00:00:00,sz.002706,良信股份,决策,卖出50%,-3.07,否,,11.04,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,194,未执行（可能资金不足或持仓不足）
2025-10-24,2025-10-24 00:00:00,sz.002706,良信股份,决策,卖出50%,4.08,否,,11.49,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,195,未执行（可能资金不足或持仓不足）
2025-10-27,2025-10-27 00:00:00,sz.002706,良信股份,决策,卖出50%,-6.79,否,,10.71,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,196,未执行（可能资金不足或持仓不足）
2025-10-28,2025-10-28 00:00:00,sz.002706,良信股份,决策,卖出50%,-0.56,否,,10.65,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,197,未执行（可能资金不足或持仓不足）
2025-10-29,2025-10-29 00:00:00,sz.002706,良信股份,决策,卖出50%,2.44,否,,10.91,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,198,未执行（可能资金不足或持仓不足）
2025-10-30,2025-10-30 00:00:00,sz.002706,良信股份,决策,卖出100%,-2.11,否,,10.68,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,199,未执行（可能资金不足或持仓不足）
2025-10-31,2025-10-31 00:00:00,sz.002706,良信股份,决策,卖出50%,-0.75,否,,10.60,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,200,未执行（可能资金不足或持仓不足）
2025-11-03,2025-11-03 00:00:00,sz.002706,良信股份,决策,卖出100%,2.26,否,,10.84,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,201,未执行（可能资金不足或持仓不足）
2025-11-04,2025-11-04 00:00:00,sz.002706,良信股份,决策,卖出100%,0.55,否,,10.90,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,202,未执行（可能资金不足或持仓不足）
2025-11-05,2025-11-05 00:00:00,sz.002706,良信股份,决策,卖出100%,4.31,否,,11.37,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,203,未执行（可能资金不足或持仓不足）
2025-11-06,2025-11-06 00:00:00,sz.002706,良信股份,决策,卖出100%,3.61,否,,11.78,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,204,未执行（可能资金不足或持仓不足）
2025-11-07,2025-11-07 00:00:00,sz.002706,良信股份,决策,卖出100%,10.02,否,,12.96,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,205,未执行（可能资金不足或持仓不足）
2025-11-10,2025-11-10 00:00:00,sz.002706,良信股份,决策,卖出100%,-10.03,否,,11.66,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,206,未执行（可能资金不足或持仓不足）
2025-11-11,2025-11-11 00:00:00,sz.002706,良信股份,决策,卖出50%,2.57,否,,11.96,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,207,未执行（可能资金不足或持仓不足）
2025-11-12,2025-11-12 00:00:00,sz.002706,良信股份,决策,卖出50%,-3.93,否,,11.49,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,208,未执行（可能资金不足或持仓不足）
2025-11-13,2025-11-13 00:00:00,sz.002706,良信股份,决策,卖出50%,-3.31,否,,11.11,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,209,未执行（可能资金不足或持仓不足）
2025-11-14,2025-11-14 00:00:00,sz.002706,良信股份,决策,卖出50%,-2.88,否,,10.79,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,210,未执行（可能资金不足或持仓不足）
2025-11-17,2025-11-17 00:00:00,sz.002706,良信股份,决策,卖出100%,-1.48,否,,10.63,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,211,未执行（可能资金不足或持仓不足）
2025-11-18,2025-11-18 00:00:00,sz.002706,良信股份,决策,卖出50%,-1.79,否,,10.44,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,212,未执行（可能资金不足或持仓不足）
2025-11-19,2025-11-19 00:00:00,sz.002706,良信股份,决策,卖出100%,-0.86,否,,10.35,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,213,未执行（可能资金不足或持仓不足）
2025-11-20,2025-11-20 00:00:00,sz.002706,良信股份,决策,卖出50%,-1.93,否,,10.15,0,0.00,0.00,0,76981.88,0,76981.88,76981.88,214,未执行（可能资金不足或持仓不足）
